Mois;Type de train;Instant;Instant;Instant;Ponctualité;Nombre de trains;Nombre de train avec moins de 6 min. de retard;Minutes de retard
2018-08;L;Daluren;Heures creuses;Off-peak hours;91.01948936674368;16881;15365;30206.0
2018-08;P;Daluren;Heures creuses;Off-peak hours;88.18807339449542;872;769;1828.0
2018-09;IC;Daluren;Heures creuses;Off-peak hours;82.85384075618111;24227;20073;75986.0
2018-09;L;Daluren;Heures creuses;Off-peak hours;84.46726572528883;15580;13160;41223.0
2018-09;S;Weekends;Weekends;Weekends;89.63545389563974;4197;3762;8977.0
2018-10;IC;Daluren;Heures creuses;Off-peak hours;83.74632507349853;28572;23928;85148.0
2018-10;L;Avondspits;Pointe du soir;Evening peak hour;82.36724766923389;4934;4064;14957.0
2018-10;P;Weekends;Weekends;Weekends;82.8125;64;53;209.0
2018-10;P;Daluren;Heures creuses;Off-peak hours;83.21727019498607;1436;1195;4425.0
2018-10;S;Ochtendspits;Pointe du matin;Morning peak hour;80.57057057057057;3330;2683;10746.0
2018-10;S;Avondspits;Pointe du soir;Evening peak hour;81.73961527739057;3587;2932;11636.0
2018-10;S;Weekends;Weekends;Weekends;92.09985315712188;3405;3136;6153.0
2018-11;IC;Ochtendspits;Pointe du matin;Morning peak hour;75.10845986984816;5532;4155;23454.0
2018-11;IC;Weekends;Weekends;Weekends;83.81220657276995;10650;8926;31827.0
2018-11;L;Avondspits;Pointe du soir;Evening peak hour;83.22207387627948;4494;3740;12847.0
2018-11;L;Daluren;Heures creuses;Off-peak hours;87.6787546008568;16573;14531;36533.0
2018-11;P;Avondspits;Pointe du soir;Evening peak hour;80.27305656171636;3589;2881;12318.0
2018-11;S;Ochtendspits;Pointe du matin;Morning peak hour;76.24254473161034;3018;2301;11242.0
2018-12;IC;Ochtendspits;Pointe du matin;Morning peak hour;83.32712369597616;5368;4473;15857.0
2018-12;IC;Weekends;Weekends;Weekends;92.42216282597703;13843;12794;21657.0
2018-12;L;Ochtendspits;Pointe du matin;Morning peak hour;86.0738255033557;6556;5643;16758.0
2018-12;L;Avondspits;Pointe du soir;Evening peak hour;87.60330578512396;7260;6360;16784.0
2018-12;L;Weekends;Weekends;Weekends;94.63429256594725;13344;12628;16741.0
2018-12;P;Ochtendspits;Pointe du matin;Morning peak hour;86.10666666666667;3750;3229;9982.0
2018-12;P;Avondspits;Pointe du soir;Evening peak hour;84.59672528805336;3298;2790;9123.0
2018-12;P;Weekends;Weekends;Weekends;91.48936170212765;47;43;210.0
2018-12;P;Daluren;Heures creuses;Off-peak hours;87.61904761904762;1155;1012;2813.0
2019-01;IC;Ochtendspits;Pointe du matin;Morning peak hour;83.03372710152371;5841;4850;17336.0
2019-01;P;Avondspits;Pointe du soir;Evening peak hour;85.94622019279554;3942;3388;10262.0
2019-02;IC;Ochtendspits;Pointe du matin;Morning peak hour;86.38862559241706;5275;4557;13477.0
2019-02;IC;Weekends;Weekends;Weekends;91.32648066568771;10215;9329;16805.0
2019-02;IC;Daluren;Heures creuses;Off-peak hours;89.88749734663554;23555;21173;48222.0
2019-02;L;Weekends;Weekends;Weekends;95.19367268302575;9862;9388;11160.0
2019-02;P;Avondspits;Pointe du soir;Evening peak hour;87.02290076335878;3680;3204;9040.0
2019-02;P;Daluren;Heures creuses;Off-peak hours;89.28571428571429;1220;1090;2555.0
2019-03;IC;Ochtendspits;Pointe du matin;Morning peak hour;89.5877754;5628;5042;11942.0
2019-03;L;Ochtendspits;Pointe du matin;Morning peak hour;91.2298387;6944;6335;13216.0
2019-03;L;Daluren;Heures creuses;Off-peak hours;92.3525832;27931;25795;44000.0
2019-03;P;Ochtendspits;Pointe du matin;Morning peak hour;91.43167030000001;4610;4215;8891.0
2019-03;P;Avondspits;Pointe du soir;Evening peak hour;88.7565153;4029;3576;8965.0
2019-04;IC;Avondspits;Pointe du soir;Evening peak hour;86.1565894;6169;5315;17020.0
2019-04;L;Ochtendspits;Pointe du matin;Morning peak hour;91.7613228;6955;6382;11768.0
2019-04;L;Daluren;Heures creuses;Off-peak hours;91.9194107;27696;25458;46146.0
2019-04;P;Ochtendspits;Pointe du matin;Morning peak hour;91.8091561;3626;3329;6790.0
2019-04;P;Avondspits;Pointe du soir;Evening peak hour;87.1619521;3217;2804;8262.0
2019-05;IC;Ochtendspits;Pointe du matin;Morning peak hour;87.30302479999999;5521;4820;15167.0
2019-05;IC;Avondspits;Pointe du soir;Evening peak hour;80.9314444;6141;4970;22326.0
2019-05;IC;Weekends;Weekends;Weekends;92.7650204;12716;11796;19723.0
2019-05;IC;Daluren;Heures creuses;Off-peak hours;87.561753;25100;21978;64056.0
2019-05;ICT;Daluren;Heures creuses;Off-peak hours;100.0;12;12;4.0
2019-05;L;Weekends;Weekends;Weekends;94.5755109;12038;11385;15257.0
2019-05;L;Daluren;Heures creuses;Off-peak hours;90.6150044;27512;24930;52128.0
2019-05;P;Ochtendspits;Pointe du matin;Morning peak hour;92.1839601;4414;4069;7979.0
2019-05;P;Avondspits;Pointe du soir;Evening peak hour;84.94178529999999;3865;3283;11416.0
2019-06;IC;Avondspits;Pointe du soir;Evening peak hour;80.8873114;5635;4558;19403.0
2019-06;ICT;Weekends;Weekends;Weekends;82.2299652;287;236;948.0
2019-06;ICT;Daluren;Heures creuses;Off-peak hours;70.2702703;37;26;157.0
2019-06;L;Ochtendspits;Pointe du matin;Morning peak hour;91.29739239999999;6251;5707;11416.0
2019-06;P;Avondspits;Pointe du soir;Evening peak hour;85.2467957;3667;3126;9849.0
2019-07;IC;Avondspits;Pointe du soir;Evening peak hour;84.4955377;6611;5586;22973.0
2019-07;IC;Daluren;Heures creuses;Off-peak hours;90.3388529;27357;24714;59305.0
2019-07;ICT;Daluren;Heures creuses;Off-peak hours;88.2933709;709;626;2107.0
2019-08;IC;Ochtendspits;Pointe du matin;Morning peak hour;94.41893323913811;5662;5346;7562.0
2019-08;IC;Avondspits;Pointe du soir;Evening peak hour;89.69977642925583;6262;5617;13104.0
2019-08;ICT;Avondspits;Pointe du soir;Evening peak hour;94.39999999999999;250;236;254.0
2019-08;L;Avondspits;Pointe du soir;Evening peak hour;93.56818788364023;7494;7012;11119.0
2019-08;L;Daluren;Heures creuses;Off-peak hours;94.8246223620204;27341;25926;33895.0
2019-08;P;Daluren;Heures creuses;Off-peak hours;95.34313725490196;1632;1556;2169.0
2019-09;ICT;Daluren;Heures creuses;Off-peak hours;100.0;3;3;10.0
2019-09;L;Ochtendspits;Pointe du matin;Morning peak hour;90.14003175978057;6927;6244;14191.0
2019-09;P;Weekends;Weekends;Weekends;72.88135593220339;59;43;283.0
2019-10;IC;Ochtendspits;Pointe du matin;Morning peak hour;84.82747500806191;6202;5261;17512.0
2019-10;L;Ochtendspits;Pointe du matin;Morning peak hour;87.40603982592641;7583;6628;18806.0
2019-10;L;Weekends;Weekends;Weekends;92.8497085761865;9608;8921;15136.0
2019-11;IC;Weekends;Weekends;Weekends;90.5281719707784;11909;10781;22615.0
2019-11;IC;Daluren;Heures creuses;Off-peak hours;86.46274852523487;22885;19787;58294.0
2019-11;ICT;Weekends;Weekends;Weekends;89.65517241379311;58;52;106.0
2019-11;P;Ochtendspits;Pointe du matin;Morning peak hour;83.16125860373647;4068;3383;12833.0
2019-12;IC;Ochtendspits;Pointe du matin;Morning peak hour;84.82540861812778;5384;4567;14764.0
2019-12;IC;Weekends;Weekends;Weekends;95.5400192864031;12444;11889;13647.0
2019-12;L;Weekends;Weekends;Weekends;96.4244426094137;12110;11677;12124.0
2019-12;P;Ochtendspits;Pointe du matin;Morning peak hour;87.84370477568741;3455;3035;8297.0
2019-12;P;Weekends;Weekends;Weekends;88.88888888888889;63;56;192.0
2020-01;IC;Ochtendspits;Pointe du matin;Morning peak hour;88.9002557544757;5865;5214;13420.0
2020-01;P;Ochtendspits;Pointe du matin;Morning peak hour;91.02849510240428;4492;4089;8630.0
2020-01;P;Avondspits;Pointe du soir;Evening peak hour;88.51284584980237;4048;3583;8940.0
2020-02;IC;Ochtendspits;Pointe du matin;Morning peak hour;85.65512048192771;5312;4550;15887.0
2020-02;IC;Avondspits;Pointe du soir;Evening peak hour;85.18642367497074;5981;5095;16927.0
2020-02;IC;Weekends;Weekends;Weekends;89.60661397292633;11007;9863;27162.0
2020-02;IC;Daluren;Heures creuses;Off-peak hours;89.67565098218364;24079;21593;50454.0
2020-02;L;Ochtendspits;Pointe du matin;Morning peak hour;88.43000303674461;6586;5824;14354.0
2020-02;L;Avondspits;Pointe du soir;Evening peak hour;89.23779222575736;7229;6451;15331.0
2020-02;L;Weekends;Weekends;Weekends;93.21131758334111;10709;9982;15814.0
2020-03;IC;Ochtendspits;Pointe du matin;Morning peak hour;91.02828244989698;5339;4860;10098.0
2020-03;L;Weekends;Weekends;Weekends;96.94908472541762;9997;9692;8686.0
2020-03;L;Daluren;Heures creuses;Off-peak hours;93.32166936929248;23434;21869;32959.0
2020-04;IC;Avondspits;Pointe du soir;Evening peak hour;95.44230370830743;4827;4607;4842.0
2020-04;L;Ochtendspits;Pointe du matin;Morning peak hour;97.45031871016123;5334;5198;4108.0
2020-04;P;Ochtendspits;Pointe du matin;Morning peak hour;97.6878612716763;519;507;366.0
2020-04;P;Avondspits;Pointe du soir;Evening peak hour;94.94736842105263;475;451;491.0
2020-04;P;Daluren;Heures creuses;Off-peak hours;96.26865671641791;268;258;328.0
2020-05;IC;Ochtendspits;Pointe du matin;Morning peak hour;95.7913455838767;5061;4848;5205.0
2020-05;IC;Weekends;Weekends;Weekends;96.4359985657942;13945;13448;12233.0
2020-05;L;Avondspits;Pointe du soir;Evening peak hour;94.52441014987387;6739;6370;8476.0
2020-05;P;Ochtendspits;Pointe du matin;Morning peak hour;96.54731457800511;3128;3020;2926.0
2020-05;P;Avondspits;Pointe du soir;Evening peak hour;94.99105545617174;2795;2655;3366.0
2020-05;P;Daluren;Heures creuses;Off-peak hours;95.58823529411765;884;845;1045.0
2020-06;IC;Daluren;Heures creuses;Off-peak hours;92.47489663319551;25395;23484;39695.0
2020-06;L;Ochtendspits;Pointe du matin;Morning peak hour;95.54755043227667;6940;6631;7671.0
2020-06;P;Avondspits;Pointe du soir;Evening peak hour;94.09630606860159;3032;2853;3924.0
2020-06;P;Daluren;Heures creuses;Off-peak hours;95.71577847439916;957;916;1120.0
2020-07;IC;Ochtendspits;Pointe du matin;Morning peak hour;96.89545225709011;5959;5774;5009.0
2020-07;IC;Avondspits;Pointe du soir;Evening peak hour;92.83965728274174;6536;6068;10517.0
2020-07;IC;Daluren;Heures creuses;Off-peak hours;94.79205835902835;26594;25209;33852.0
2020-07;ICT;Avondspits;Pointe du soir;Evening peak hour;93.56060606060606;264;247;300.0
2020-07;ICT;Weekends;Weekends;Weekends;95.52238805970148;536;512;552.0
2020-07;L;Ochtendspits;Pointe du matin;Morning peak hour;97.13653340711025;7229;7022;5986.0
2020-07;L;Avondspits;Pointe du soir;Evening peak hour;95.18420721740225;7953;7570;9853.0
2020-07;P;Ochtendspits;Pointe du matin;Morning peak hour;97.08624708624708;1716;1666;1246.0
2020-07;P;Weekends;Weekends;Weekends;100.0;4;4;0.0
2020-08;IC;Daluren;Heures creuses;Off-peak hours;92.93932230102443;25380;23588;38684.0
2020-08;ICT;Avondspits;Pointe du soir;Evening peak hour;97.05882352941177;238;231;168.0
2020-08;ICT;Daluren;Heures creuses;Off-peak hours;91.73693086003372;593;544;1212.0
2020-08;L;Ochtendspits;Pointe du matin;Morning peak hour;96.27920392269974;6934;6676;6865.0
2020-08;L;Avondspits;Pointe du soir;Evening peak hour;94.40021231422506;7536;7114;10070.0
2020-08;L;Weekends;Weekends;Weekends;96.34075668515607;12079;11637;11153.0
2020-08;L;Daluren;Heures creuses;Off-peak hours;95.38958212420198;27568;26297;31246.0
