Mois;Ligne;Instant;Instant;Instant;Ponctualité;Nombre de trains comptabilisés;Nombre de trains arrivés à Bruxelles avec moins de 6 min. de retard;Minutes de retard
2019-12;60;Avondspits;Pointe du soir;Evening peak hour;87.7659574468085;188;165;366
2019-12;89;Daluren;Heures creuses;Off-peak hours;95.56451612903226;496;474;591
2019-12;94;Weekends;Weekends;Weekends;96.19047619047619;315;303;377
2019-12;96;Ochtendspits;Pointe du matin;Morning peak hour;70.13333333333334;375;263;1704
2019-12;96;Avondspits;Pointe du soir;Evening peak hour;83.82838283828383;303;254;847
2019-12;96;Daluren;Heures creuses;Off-peak hours;91.55313351498637;1101;1008;1795
2019-12;124;Ochtendspits;Pointe du matin;Morning peak hour;86.59420289855072;276;239;762
2019-12;124;Avondspits;Pointe du soir;Evening peak hour;88.9795918367347;245;218;594
2019-12;124;Weekends;Weekends;Weekends;98.08153477218225;417;409;452
2019-12;162;Ochtendspits;Pointe du matin;Morning peak hour;73.68421052631578;76;56;372
2020-01;25-27;Ochtendspits;Pointe du matin;Morning peak hour;80.0420168067227;476;381;1758
2020-01;25-27;Daluren;Heures creuses;Off-peak hours;82.10161662817552;1732;1422;5733
2020-01;50A;Avondspits;Pointe du soir;Evening peak hour;92.1119592875318;393;362;800
2020-01;50A;Daluren;Heures creuses;Off-peak hours;94.27480916030534;1572;1482;2110
2020-01;50;Ochtendspits;Pointe du matin;Morning peak hour;83.17757009345794;107;89;355
2020-01;50;Avondspits;Pointe du soir;Evening peak hour;98.48484848484848;66;65;113
2020-01;50;Daluren;Heures creuses;Off-peak hours;96.16858237547893;261;251;357
2020-01;60;Avondspits;Pointe du soir;Evening peak hour;90.76923076923077;195;177;352
2020-01;60;Weekends;Weekends;Weekends;98.98989898989899;297;294;142
2020-01;96;Avondspits;Pointe du soir;Evening peak hour;87.76758409785933;327;287;769
2020-01;124;Ochtendspits;Pointe du matin;Morning peak hour;82.6086956521739;322;266;1045
2020-01;124;Weekends;Weekends;Weekends;97.8891820580475;379;371;321
2020-01;124;Daluren;Heures creuses;Off-peak hours;96.14583333333333;960;923;961
2020-01;162;Daluren;Heures creuses;Off-peak hours;85.37414965986395;294;251;828
2020-02;25-27;Ochtendspits;Pointe du matin;Morning peak hour;73.10344827586206;435;318;1876
2020-02;25-27;Avondspits;Pointe du soir;Evening peak hour;78.93462469733656;413;326;1557
2020-02;25-27;Weekends;Weekends;Weekends;86.70411985018727;534;463;1596
2020-02;36-36C;Avondspits;Pointe du soir;Evening peak hour;91.03260869565217;736;670;1368
2020-02;36-36C;Daluren;Heures creuses;Off-peak hours;91.63333333333334;3000;2749;5826
2020-02;50A;Ochtendspits;Pointe du matin;Morning peak hour;90.25270758122743;554;500;1565
2020-02;50A;Avondspits;Pointe du soir;Evening peak hour;90.98591549295774;355;323;720
2020-02;50;Avondspits;Pointe du soir;Evening peak hour;96.66666666666667;60;58;117
2020-02;60;Ochtendspits;Pointe du matin;Morning peak hour;83.87096774193549;217;182;627
2020-02;60;Avondspits;Pointe du soir;Evening peak hour;94.3820224719101;178;168;275
2020-02;89;Daluren;Heures creuses;Off-peak hours;96.9758064516129;496;481;529
2020-02;94;Ochtendspits;Pointe du matin;Morning peak hour;82.57839721254355;287;237;1013
2020-02;94;Avondspits;Pointe du soir;Evening peak hour;90.4494382022472;178;161;390
2020-02;94;Weekends;Weekends;Weekends;95.17241379310344;290;276;356
2020-02;96;Weekends;Weekends;Weekends;93.91143911439114;542;509;839
2020-02;96;Daluren;Heures creuses;Off-peak hours;94.66911764705883;1088;1030;1630
2020-02;124;Avondspits;Pointe du soir;Evening peak hour;94.53781512605042;238;225;321
2020-02;124;Daluren;Heures creuses;Off-peak hours;93.69266055045871;872;817;1289
2020-02;162;Avondspits;Pointe du soir;Evening peak hour;90.0;60;54;143
2020-02;162;Weekends;Weekends;Weekends;77.46478873239437;142;110;708
2020-03;25-27;Daluren;Heures creuses;Off-peak hours;87.5812274368231;1385;1213;3345
2020-03;36-36C;Avondspits;Pointe du soir;Evening peak hour;93.87464387464387;702;659;934
2020-03;36-36C;Daluren;Heures creuses;Off-peak hours;93.36115326251897;2636;2461;4002
2020-03;50A;Weekends;Weekends;Weekends;87.34939759036145;664;580;1922
2020-03;50;Avondspits;Pointe du soir;Evening peak hour;98.48484848484848;66;65;85
2020-03;50;Daluren;Heures creuses;Off-peak hours;95.97989949748744;199;191;317
2020-03;60;Ochtendspits;Pointe du matin;Morning peak hour;89.75609756097562;205;184;344
2020-03;60;Weekends;Weekends;Weekends;98.89705882352942;272;269;160
2020-03;94;Ochtendspits;Pointe du matin;Morning peak hour;75.29411764705883;255;192;1202
2020-03;94;Avondspits;Pointe du soir;Evening peak hour;92.52873563218391;174;161;333
2020-03;94;Daluren;Heures creuses;Off-peak hours;89.88195615514334;593;533;1262
2020-03;124;Daluren;Heures creuses;Off-peak hours;95.35483870967741;775;739;784
2020-03;161;Avondspits;Pointe du soir;Evening peak hour;81.87134502923976;171;140;701
2020-04;36-36C;Weekends;Weekends;Weekends;97.35849056603773;795;774;579
2020-04;50A;Ochtendspits;Pointe du matin;Morning peak hour;98.62542955326461;291;287;169
2020-04;89;Avondspits;Pointe du soir;Evening peak hour;99.04761904761905;105;104;59
2020-05;50A;Ochtendspits;Pointe du matin;Morning peak hour;97.23618090452261;398;387;353
2020-05;50;Weekends;Weekends;Weekends;98.24561403508771;171;168;160
2020-05;89;Ochtendspits;Pointe du matin;Morning peak hour;99.24812030075188;133;132;86
2020-05;89;Daluren;Heures creuses;Off-peak hours;97.58771929824562;456;445;432
2020-05;94;Daluren;Heures creuses;Off-peak hours;94.70499243570349;661;626;816
2020-05;96;Avondspits;Pointe du soir;Evening peak hour;97.48201438848922;278;271;309
2020-05;162;Ochtendspits;Pointe du matin;Morning peak hour;98.21428571428571;56;55;35
2020-06;25-27;Weekends;Weekends;Weekends;96.15384615384616;364;350;433
2020-06;36-36C;Daluren;Heures creuses;Off-peak hours;95.66978193146417;3210;3071;3176
2020-06;50;Ochtendspits;Pointe du matin;Morning peak hour;98.4126984126984;63;62;66
2020-06;89;Avondspits;Pointe du soir;Evening peak hour;96.8;125;121;116
2020-06;94;Ochtendspits;Pointe du matin;Morning peak hour;93.4156378600823;243;227;254
2020-06;94;Weekends;Weekends;Weekends;98.61111111111111;288;284;81
2020-06;96;Ochtendspits;Pointe du matin;Morning peak hour;96.03658536585365;328;315;375
2020-06;96;Avondspits;Pointe du soir;Evening peak hour;92.28295819935691;311;287;554
2020-06;162;Avondspits;Pointe du soir;Evening peak hour;80.64516129032258;62;50;290
2020-06;162;Weekends;Weekends;Weekends;84.6938775510204;98;83;246
2020-07;25-27;Weekends;Weekends;Weekends;96.09665427509294;538;517;748
2020-07;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;98.69621903520208;767;757;351
2020-07;36-36C;Avondspits;Pointe du soir;Evening peak hour;97.1291866028708;836;812;699
2020-07;50;Avondspits;Pointe du soir;Evening peak hour;98.48484848484848;66;65;58
2020-07;50;Daluren;Heures creuses;Off-peak hours;97.34848484848484;264;257;257
2020-07;60;Ochtendspits;Pointe du matin;Morning peak hour;95.33678756476684;193;184;209
2020-07;124;Daluren;Heures creuses;Off-peak hours;95.40229885057471;957;913;1137
2020-07;162;Ochtendspits;Pointe du matin;Morning peak hour;90.9090909090909;66;60;104
2020-08;36-36C;Avondspits;Pointe du soir;Evening peak hour;94.06674907292954;809;761;1032
2020-08;50A;Avondspits;Pointe du soir;Evening peak hour;93.89312977099237;393;369;621
2020-08;60;Weekends;Weekends;Weekends;97.24770642201835;327;318;181
2020-08;89;Ochtendspits;Pointe du matin;Morning peak hour;91.0891089108911;101;92;209
2020-08;89;Daluren;Heures creuses;Off-peak hours;93.7888198757764;322;302;519
2020-08;94;Ochtendspits;Pointe du matin;Morning peak hour;94.82758620689656;232;220;260
2020-08;124;Avondspits;Pointe du soir;Evening peak hour;86.88524590163934;244;212;608
2020-08;161;Daluren;Heures creuses;Off-peak hours;90.68767908309455;698;633;1265
2020-09;60;Ochtendspits;Pointe du matin;Morning peak hour;94.44444444444444;198;187;264
2020-09;89;Ochtendspits;Pointe du matin;Morning peak hour;92.9460580912863;241;224;380
2020-09;94;Ochtendspits;Pointe du matin;Morning peak hour;81.11455108359134;323;262;972
2020-09;94;Weekends;Weekends;Weekends;96.52509652509652;259;250;164
2020-09;96;Ochtendspits;Pointe du matin;Morning peak hour;81.07476635514018;428;347;1329
2020-09;96;Daluren;Heures creuses;Off-peak hours;95.17358171041491;1181;1124;1607
2020-09;124;Weekends;Weekends;Weekends;95.37815126050421;238;227;307
2020-09;162;Ochtendspits;Pointe du matin;Morning peak hour;89.77272727272727;88;79;247
2020-10;25-27;Ochtendspits;Pointe du matin;Morning peak hour;87.89144050104383;479;421;1232
2020-10;25-27;Daluren;Heures creuses;Off-peak hours;90.16580903373355;1749;1577;3678
2020-10;36-36C;Weekends;Weekends;Weekends;95.02353732347008;1487;1413;1889
2017-01;50A;Avondspits;Pointe du soir;Evening peak hour;92.47910863509749;359;332;812
2017-01;50A;Daluren;Heures creuses;Off-peak hours;92.5575101488498;1478;1368;2834
2017-01;89;Ochtendspits;Pointe du matin;Morning peak hour;61.92893401015228;197;122;1100
2017-01;94;Ochtendspits;Pointe du matin;Morning peak hour;72.20338983050848;295;213;1200
2017-01;94;Avondspits;Pointe du soir;Evening peak hour;92.48554913294798;173;160;367
2017-01;94;Weekends;Weekends;Weekends;98.45559845559846;259;255;113
2017-01;96;Avondspits;Pointe du soir;Evening peak hour;91.22807017543859;285;260;549
2017-01;124;Weekends;Weekends;Weekends;99.67320261437908;306;305;208
2017-01;161;Avondspits;Pointe du soir;Evening peak hour;89.94708994708994;189;170;450
2017-01;161;Weekends;Weekends;Weekends;97.6271186440678;295;288;191
2017-01;162;Avondspits;Pointe du soir;Evening peak hour;95.38461538461539;65;62;80
2017-02;25-27;Avondspits;Pointe du soir;Evening peak hour;85.1219512195122;410;349;1334
2017-02;50A;Avondspits;Pointe du soir;Evening peak hour;93.63636363636364;330;309;610
2017-02;50;Avondspits;Pointe du soir;Evening peak hour;96.66666666666667;60;58;149
2017-02;60;Ochtendspits;Pointe du matin;Morning peak hour;86.04651162790698;215;185;573
2017-02;89;Weekends;Weekends;Weekends;79.76190476190477;84;67;280
2017-02;96;Weekends;Weekends;Weekends;92.39766081871345;342;316;673
2017-02;161;Ochtendspits;Pointe du matin;Morning peak hour;87.00787401574803;254;221;646
2017-02;161;Daluren;Heures creuses;Off-peak hours;88.85793871866295;718;638;1666
2017-03;25-27;Avondspits;Pointe du soir;Evening peak hour;88.98305084745762;472;420;969
2017-03;25-27;Weekends;Weekends;Weekends;91.58163265306123;392;359;576
2017-03;50A;Avondspits;Pointe du soir;Evening peak hour;93.41772151898734;395;369;967
2017-03;50A;Weekends;Weekends;Weekends;78.46715328467153;548;430;2119
2017-03;50A;Daluren;Heures creuses;Off-peak hours;93.08093994778068;1532;1426;2928
2017-03;50;Ochtendspits;Pointe du matin;Morning peak hour;92.85714285714286;112;104;253
2017-03;50;Daluren;Heures creuses;Off-peak hours;93.60000000000001;250;234;483
2017-03;60;Ochtendspits;Pointe du matin;Morning peak hour;86.99186991869918;246;214;814
2017-03;60;Avondspits;Pointe du soir;Evening peak hour;90.68627450980392;204;185;461
2017-03;89;Avondspits;Pointe du soir;Evening peak hour;93.75;128;120;159
2017-03;94;Avondspits;Pointe du soir;Evening peak hour;92.77777777777779;180;167;295
2017-03;94;Daluren;Heures creuses;Off-peak hours;94.23076923076923;728;686;1081
2017-03;96;Daluren;Heures creuses;Off-peak hours;93.59430604982207;1124;1052;1829
2017-03;124;Avondspits;Pointe du soir;Evening peak hour;95.703125;256;245;339
2017-03;124;Weekends;Weekends;Weekends;98.29059829059828;234;230;234
2017-03;124;Daluren;Heures creuses;Off-peak hours;93.48079161816065;859;803;1522
2017-03;162;Ochtendspits;Pointe du matin;Morning peak hour;80.88235294117648;68;55;319
2017-03;162;Avondspits;Pointe du soir;Evening peak hour;88.40579710144928;69;61;247
2017-04;25-27;Avondspits;Pointe du soir;Evening peak hour;93.92405063291139;395;371;465
2017-04;36-36C;Weekends;Weekends;Weekends;89.15343915343915;1134;1011;2840
2017-04;50A;Avondspits;Pointe du soir;Evening peak hour;92.83489096573209;321;298;639
2017-04;50;Avondspits;Pointe du soir;Evening peak hour;91.22807017543859;57;52;126
2017-04;50;Daluren;Heures creuses;Off-peak hours;93.30143540669856;209;195;384
2017-04;60;Daluren;Heures creuses;Off-peak hours;96.7128027681661;578;559;556
2017-04;89;Ochtendspits;Pointe du matin;Morning peak hour;73.19587628865979;194;142;703
2017-04;89;Avondspits;Pointe du soir;Evening peak hour;97.24770642201835;109;106;117
2017-04;89;Daluren;Heures creuses;Off-peak hours;95.32019704433498;406;387;403
2017-04;124;Avondspits;Pointe du soir;Evening peak hour;98.66666666666667;225;222;191
2017-04;161;Weekends;Weekends;Weekends;94.98207885304659;279;265;383
2017-04;162;Ochtendspits;Pointe du matin;Morning peak hour;89.28571428571429;56;50;94
2017-04;162;Daluren;Heures creuses;Off-peak hours;91.48936170212765;188;172;332
2017-05;25-27;Ochtendspits;Pointe du matin;Morning peak hour;90.10989010989012;455;410;978
2017-05;25-27;Avondspits;Pointe du soir;Evening peak hour;81.05515587529976;417;338;1584
2017-05;25-27;Weekends;Weekends;Weekends;91.6015625;512;469;866
2017-05;36-36C;Avondspits;Pointe du soir;Evening peak hour;88.42975206611571;726;642;1846
2017-05;50A;Ochtendspits;Pointe du matin;Morning peak hour;67.97020484171323;537;365;2520
2017-05;50A;Weekends;Weekends;Weekends;93.05555555555556;720;670;1070
2017-05;60;Ochtendspits;Pointe du matin;Morning peak hour;88.54625550660793;227;201;631
2017-05;89;Ochtendspits;Pointe du matin;Morning peak hour;72.265625;256;185;1020
2017-05;89;Daluren;Heures creuses;Off-peak hours;89.49579831932773;476;426;968
2017-05;94;Avondspits;Pointe du soir;Evening peak hour;81.81818181818183;176;144;531
2017-05;94;Weekends;Weekends;Weekends;95.16728624535315;269;256;392
2017-05;96;Ochtendspits;Pointe du matin;Morning peak hour;81.26649076517151;379;308;1248
2017-05;96;Avondspits;Pointe du soir;Evening peak hour;82.80701754385966;285;236;919
2017-05;96;Weekends;Weekends;Weekends;81.79916317991632;478;391;1407
2017-05;124;Daluren;Heures creuses;Off-peak hours;93.56014580801944;823;770;1443
2017-05;161;Ochtendspits;Pointe du matin;Morning peak hour;90.2621722846442;267;241;602
2017-05;161;Avondspits;Pointe du soir;Evening peak hour;79.7752808988764;178;142;817
2017-05;161;Weekends;Weekends;Weekends;95.9409594095941;271;260;400
2017-05;162;Weekends;Weekends;Weekends;98.14814814814815;162;159;137
2017-06;25-27;Daluren;Heures creuses;Off-peak hours;90.39167686658507;1634;1477;3860
2017-06;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;85.88516746411483;836;718;2564
2017-06;36-36C;Weekends;Weekends;Weekends;86.404833836858;1324;1144;3692
2017-06;50A;Avondspits;Pointe du soir;Evening peak hour;79.26136363636364;352;279;1301
2017-06;50A;Daluren;Heures creuses;Off-peak hours;88.24352694191742;1429;1261;3491
2017-06;50;Weekends;Weekends;Weekends;98.75;160;158;127
2017-06;94;Daluren;Heures creuses;Off-peak hours;90.66091954022988;696;631;1666
2017-06;161;Avondspits;Pointe du soir;Evening peak hour;85.0;180;153;565
2017-07;36-36C;Avondspits;Pointe du soir;Evening peak hour;87.38621586475944;769;672;2138
2017-07;36-36C;Weekends;Weekends;Weekends;90.01663893510815;1803;1623;3808
2017-07;50A;Avondspits;Pointe du soir;Evening peak hour;92.83819628647215;377;350;758
2017-07;50A;Weekends;Weekends;Weekends;96.96016771488469;954;925;883
2017-07;50A;Daluren;Heures creuses;Off-peak hours;89.6814404432133;1444;1295;4048
2017-07;50;Avondspits;Pointe du soir;Evening peak hour;95.0;60;57;92
2017-07;60;Weekends;Weekends;Weekends;98.30508474576271;295;290;187
2017-07;89;Ochtendspits;Pointe du matin;Morning peak hour;80.40201005025126;199;160;576
2017-07;89;Weekends;Weekends;Weekends;94.6524064171123;187;177;202
2017-07;89;Daluren;Heures creuses;Off-peak hours;93.6542669584245;457;428;614
2017-07;96;Weekends;Weekends;Weekends;94.71698113207547;530;502;784
2017-07;96;Daluren;Heures creuses;Off-peak hours;94.13953488372093;1075;1012;1653
2017-07;161;Avondspits;Pointe du soir;Evening peak hour;94.25287356321839;174;164;465
2017-07;161;Weekends;Weekends;Weekends;98.64864864864865;370;365;136
2017-07;161;Daluren;Heures creuses;Off-peak hours;91.8722786647315;689;633;1547
2017-07;162;Ochtendspits;Pointe du matin;Morning peak hour;93.22033898305084;59;55;77
2017-08;36-36C;Avondspits;Pointe du soir;Evening peak hour;88.95486935866982;842;749;1968
2017-08;36-36C;Daluren;Heures creuses;Off-peak hours;91.09650433223783;3347;3049;7243
2017-08;50A;Weekends;Weekends;Weekends;96.28681177976952;781;752;809
2017-08;50;Weekends;Weekends;Weekends;98.14814814814815;162;159;297
2017-08;60;Ochtendspits;Pointe du matin;Morning peak hour;95.4337899543379;219;209;356
2017-08;89;Weekends;Weekends;Weekends;97.43589743589743;117;114;73
2017-08;89;Daluren;Heures creuses;Off-peak hours;94.65346534653465;505;478;665
2017-08;94;Ochtendspits;Pointe du matin;Morning peak hour;92.14285714285714;280;258;524
2017-08;96;Ochtendspits;Pointe du matin;Morning peak hour;89.43488943488943;407;364;892
2017-08;96;Daluren;Heures creuses;Off-peak hours;95.33898305084746;1180;1125;1431
2017-08;124;Ochtendspits;Pointe du matin;Morning peak hour;94.6843853820598;301;285;407
2017-08;124;Avondspits;Pointe du soir;Evening peak hour;95.01915708812261;261;248;435
2017-08;124;Daluren;Heures creuses;Off-peak hours;97.70114942528735;957;935;1001
2017-09;25-27;Ochtendspits;Pointe du matin;Morning peak hour;82.26164079822617;451;371;1753
2017-09;25-27;Avondspits;Pointe du soir;Evening peak hour;89.55916473317865;431;386;967
2017-09;25-27;Weekends;Weekends;Weekends;90.98901098901099;455;414;844
2017-09;36-36C;Avondspits;Pointe du soir;Evening peak hour;86.12143742255266;807;695;2374
2017-09;36-36C;Daluren;Heures creuses;Off-peak hours;88.25769596953347;3151;2781;8178
2017-09;50A;Ochtendspits;Pointe du matin;Morning peak hour;56.747404844290664;578;328;4353
2017-09;50A;Avondspits;Pointe du soir;Evening peak hour;83.73333333333333;375;314;1308
2017-09;50A;Weekends;Weekends;Weekends;75.29585798816568;676;509;2179
2017-09;50;Ochtendspits;Pointe du matin;Morning peak hour;85.71428571428571;105;90;307
2017-09;50;Avondspits;Pointe du soir;Evening peak hour;90.47619047619048;63;57;142
2017-09;50;Daluren;Heures creuses;Off-peak hours;96.08695652173913;230;221;379
2017-09;60;Avondspits;Pointe du soir;Evening peak hour;91.8918918918919;185;170;361
2017-09;60;Weekends;Weekends;Weekends;97.97979797979798;297;291;251
2017-09;60;Daluren;Heures creuses;Off-peak hours;94.85981308411215;642;609;933
2017-09;89;Avondspits;Pointe du soir;Evening peak hour;92.0;125;115;207
2017-09;89;Daluren;Heures creuses;Off-peak hours;88.08080808080808;495;436;1176
2017-09;94;Ochtendspits;Pointe du matin;Morning peak hour;72.34726688102894;311;225;1343
2017-09;94;Daluren;Heures creuses;Off-peak hours;90.80932784636488;729;662;1487
2017-09;96;Ochtendspits;Pointe du matin;Morning peak hour;82.75862068965517;406;336;1528
2017-09;96;Weekends;Weekends;Weekends;90.28436018957346;422;381;1074
2017-09;124;Daluren;Heures creuses;Off-peak hours;93.72937293729373;909;852;1877
2017-09;161;Ochtendspits;Pointe du matin;Morning peak hour;70.55837563451777;197;139;859
2017-09;161;Avondspits;Pointe du soir;Evening peak hour;69.23076923076923;143;99;963
2017-09;162;Avondspits;Pointe du soir;Evening peak hour;77.77777777777779;63;49;300
2017-09;162;Daluren;Heures creuses;Off-peak hours;79.32489451476793;237;188;1125
2017-10;25-27;Ochtendspits;Pointe du matin;Morning peak hour;72.92110874200426;469;342;2312
2017-10;36-36C;Avondspits;Pointe du soir;Evening peak hour;86.00973236009733;822;707;2342
2017-10;36-36C;Weekends;Weekends;Weekends;84.46153846153847;1300;1098;4220
2017-10;50A;Avondspits;Pointe du soir;Evening peak hour;84.85639686684074;383;325;1368
2017-10;60;Daluren;Heures creuses;Off-peak hours;91.55354449472097;663;607;1297
2017-10;94;Ochtendspits;Pointe du matin;Morning peak hour;62.17948717948718;312;194;1871
2017-10;94;Avondspits;Pointe du soir;Evening peak hour;84.49197860962568;187;158;504
2017-10;94;Daluren;Heures creuses;Off-peak hours;88.63328822733423;739;655;1627
2017-10;96;Weekends;Weekends;Weekends;87.19101123595505;445;388;1202
2017-10;124;Ochtendspits;Pointe du matin;Morning peak hour;76.72955974842768;318;244;1278
2017-10;124;Avondspits;Pointe du soir;Evening peak hour;88.0;250;220;931
2017-10;161;Weekends;Weekends;Weekends;96.45161290322581;310;299;268
2017-11;25-27;Daluren;Heures creuses;Off-peak hours;84.53237410071942;1668;1410;5013
2017-11;50A;Avondspits;Pointe du soir;Evening peak hour;78.7465940054496;367;289;1596
2017-11;50A;Daluren;Heures creuses;Off-peak hours;83.70221327967808;1491;1248;5000
2017-11;50;Daluren;Heures creuses;Off-peak hours;87.28070175438597;228;199;603
2017-11;60;Weekends;Weekends;Weekends;98.31649831649831;297;292;238
2017-11;89;Ochtendspits;Pointe du matin;Morning peak hour;65.05576208178438;269;175;1659
2017-11;89;Avondspits;Pointe du soir;Evening peak hour;91.12903225806451;124;113;266
2017-11;89;Weekends;Weekends;Weekends;77.09923664122137;131;101;468
2017-11;94;Daluren;Heures creuses;Off-peak hours;85.59556786703601;722;618;2137
2017-11;96;Ochtendspits;Pointe du matin;Morning peak hour;54.106280193236714;414;224;2763
2017-11;96;Avondspits;Pointe du soir;Evening peak hour;65.0326797385621;306;199;1889
2017-11;124;Weekends;Weekends;Weekends;95.71865443425077;327;313;512
2017-11;124;Daluren;Heures creuses;Off-peak hours;89.67391304347827;920;825;2399
2017-11;162;Daluren;Heures creuses;Off-peak hours;75.20325203252033;246;185;1391
2017-12;25-27;Avondspits;Pointe du soir;Evening peak hour;74.32098765432099;405;301;1881
2017-12;25-27;Weekends;Weekends;Weekends;95.17133956386293;642;611;769
2017-12;36-36C;Avondspits;Pointe du soir;Evening peak hour;82.23684210526315;760;625;2636
2017-12;36-36C;Daluren;Heures creuses;Off-peak hours;86.2265415549598;2984;2573;8704
2017-12;50A;Avondspits;Pointe du soir;Evening peak hour;83.95415472779369;349;293;1242
2017-12;50;Daluren;Heures creuses;Off-peak hours;90.51724137931035;232;210;466
2017-12;60;Ochtendspits;Pointe du matin;Morning peak hour;84.25925925925925;216;182;661
2017-12;60;Weekends;Weekends;Weekends;99.17355371900827;363;360;168
2017-12;89;Avondspits;Pointe du soir;Evening peak hour;89.07563025210085;119;106;277
2017-12;89;Weekends;Weekends;Weekends;89.78494623655914;186;167;386
2022-09;96;Ochtendspits;Pointe du matin;Morning peak hour;73.44497607655502;418;307;2062
2022-09;124;Ochtendspits;Pointe du matin;Morning peak hour;87.00361010830325;277;241;788
2022-09;162;Weekends;Weekends;Weekends;90.69767441860465;129;117;252
2022-10;25-27;Weekends;Weekends;Weekends;84.21052631578947;532;448;1449
2022-10;50A;Daluren;Heures creuses;Off-peak hours;90.5712319339298;1453;1316;2740
2022-10;50;Daluren;Heures creuses;Off-peak hours;93.33333333333333;240;224;586
2022-10;89;Weekends;Weekends;Weekends;93.67816091954023;348;326;524
2022-10;94;Ochtendspits;Pointe du matin;Morning peak hour;73.94366197183099;284;210;1197
2022-10;96;Avondspits;Pointe du soir;Evening peak hour;64.96598639455783;294;191;1510
2022-10;96;Daluren;Heures creuses;Off-peak hours;87.22627737226277;1096;956;3014
2022-10;162;Ochtendspits;Pointe du matin;Morning peak hour;65.75342465753424;73;48;369
2022-11;25-27;Daluren;Heures creuses;Off-peak hours;83.68462138953943;1281;1072;3857
2022-11;36-36C;Avondspits;Pointe du soir;Evening peak hour;89.55882352941177;680;609;1585
2022-11;50A;Weekends;Weekends;Weekends;89.05852417302799;786;700;1695
2022-11;50;Ochtendspits;Pointe du matin;Morning peak hour;85.39325842696628;89;76;263
2022-11;60;Avondspits;Pointe du soir;Evening peak hour;87.05882352941177;170;148;487
2022-11;94;Avondspits;Pointe du soir;Evening peak hour;80.12422360248446;161;129;550
2022-11;94;Weekends;Weekends;Weekends;94.375;160;151;257
2022-11;96;Weekends;Weekends;Weekends;95.1890034364261;291;277;428
2022-11;162;Ochtendspits;Pointe du matin;Morning peak hour;65.38461538461539;52;34;392
2022-11;162;Daluren;Heures creuses;Off-peak hours;73.30097087378641;206;151;1087
2022-12;25-27;Ochtendspits;Pointe du matin;Morning peak hour;77.28459530026109;383;296;1410
2022-12;25-27;Avondspits;Pointe du soir;Evening peak hour;78.2051282051282;390;305;1552
2022-12;50A;Avondspits;Pointe du soir;Evening peak hour;85.59782608695652;368;315;1116
2022-12;50;Daluren;Heures creuses;Off-peak hours;93.86973180076629;261;245;595
2022-12;89;Avondspits;Pointe du soir;Evening peak hour;86.56126482213439;253;219;661
2022-12;96;Ochtendspits;Pointe du matin;Morning peak hour;64.82939632545933;381;247;2706
2022-12;96;Daluren;Heures creuses;Off-peak hours;81.98037466547726;1121;919;4514
2022-12;161;Daluren;Heures creuses;Off-peak hours;82.26256983240224;716;589;2292
2022-12;162;Weekends;Weekends;Weekends;88.48920863309353;139;123;405
2023-01;25-27;Avondspits;Pointe du soir;Evening peak hour;88.32116788321169;411;363;925
2023-01;50A;Daluren;Heures creuses;Off-peak hours;92.23484848484848;1584;1461;2722
2023-01;60;Ochtendspits;Pointe du matin;Morning peak hour;83.24873096446701;197;164;485
2023-01;89;Avondspits;Pointe du soir;Evening peak hour;86.97318007662835;261;227;818
2023-02;25-27;Ochtendspits;Pointe du matin;Morning peak hour;88.08864265927978;361;318;957
2023-02;25-27;Daluren;Heures creuses;Off-peak hours;85.44395924308587;1374;1174;3581
2023-02;60;Weekends;Weekends;Weekends;99.62121212121212;264;263;120
2023-02;94;Avondspits;Pointe du soir;Evening peak hour;61.212121212121204;165;101;1205
2023-02;94;Daluren;Heures creuses;Off-peak hours;60.895522388059696;670;408;4423
2023-02;96;Daluren;Heures creuses;Off-peak hours;84.07163053722903;1061;892;3672
2023-02;161;Ochtendspits;Pointe du matin;Morning peak hour;88.65979381443299;194;172;469
2023-02;161;Daluren;Heures creuses;Off-peak hours;89.28571428571429;672;600;1373
2023-02;162;Ochtendspits;Pointe du matin;Morning peak hour;90.78947368421053;76;69;154
2023-02;162;Daluren;Heures creuses;Off-peak hours;88.23529411764706;272;240;716
2023-03;25-27;Ochtendspits;Pointe du matin;Morning peak hour;88.00959232613909;417;367;1023
2023-03;36-36C;Ochtendspits;Pointe du matin;Morning peak hour;91.31799163179917;956;873;1835
2023-03;36-36C;Avondspits;Pointe du soir;Evening peak hour;91.1452184179457;847;772;1550
2023-03;50;Avondspits;Pointe du soir;Evening peak hour;92.64705882352942;68;63;157
2023-03;96;Avondspits;Pointe du soir;Evening peak hour;72.86585365853658;328;239;1461
2023-03;96;Weekends;Weekends;Weekends;97.48953974895397;478;466;529
2023-03;124;Avondspits;Pointe du soir;Evening peak hour;82.17054263565892;258;212;1005
2023-03;124;Weekends;Weekends;Weekends;90.94488188976378;254;231;540
2023-03;124;Daluren;Heures creuses;Off-peak hours;85.7293868921776;946;811;2982
2023-03;162;Ochtendspits;Pointe du matin;Morning peak hour;84.88372093023256;86;73;221
2023-03;162;Avondspits;Pointe du soir;Evening peak hour;93.84615384615384;65;61;180
2023-04;25-27;Avondspits;Pointe du soir;Evening peak hour;89.05325443786982;338;301;677
