FID,the_geom,code,timestamp,air_pressure,air_temperature,relative_humidity,precipitation,wind_speed,wind_direction,qc_flags
aws_10min.fid--18bb3085_190319152d2_-7cd0,POINT (3.202 51.348),6418,2024-06-11T20:20:00,1018.62,13.28,64.29,0,5.06,318.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7ccf,POINT (4.358 50.797),6447,2024-06-11T20:20:00,1007.6,10.83,81.83,0,,325.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cce,POINT (5.255 50.194),6472,2024-06-11T20:20:00,984.98,8.81,70.89,0,1.8,309,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7ccd,POINT (4.358 50.797),6447,2024-06-11T20:30:00,1007.72,10.57,83.44,0,,319.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7ccc,POINT (5.255 50.194),6472,2024-06-11T20:30:00,984.98,8.6,72.31,0,1.97,312.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7ccb,POINT (3.202 51.348),6418,2024-06-11T20:30:00,1018.76,13.28,65.13,0,5.79,330.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cca,POINT (3.202 51.348),6418,2024-06-11T20:40:00,1018.77,13.3,66.07,0,6.06,329.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc9,POINT (5.255 50.194),6472,2024-06-11T20:40:00,985.05,8.6,73.46,0,1.83,321.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc8,POINT (4.358 50.797),6447,2024-06-11T20:40:00,1007.72,10.4,84.74,0,,314.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc7,POINT (3.202 51.348),6418,2024-06-11T20:50:00,1018.78,13.26,66.48,0,5.64,329.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc6,POINT (5.255 50.194),6472,2024-06-11T20:50:00,985.01,8.67,74.14,0,1.67,325.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc5,POINT (4.358 50.797),6447,2024-06-11T20:50:00,1007.72,10.2,84.77,0,,318.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc4,POINT (3.202 51.348),6418,2024-06-11T21:00:00,1018.87,13.22,66.78,0,5.31,319.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc3,POINT (5.255 50.194),6472,2024-06-11T21:00:00,985.22,8.63,74.55,0,1.72,320.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc2,POINT (4.358 50.797),6447,2024-06-11T21:00:00,1007.84,9.98,86.13,0,,312.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc1,POINT (3.202 51.348),6418,2024-06-11T21:10:00,1018.98,13.21,67.17,0,5.22,321,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cc0,POINT (5.255 50.194),6472,2024-06-11T21:10:00,985.11,8.28,75.03,0,1.49,318,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cbf,POINT (4.358 50.797),6447,2024-06-11T21:10:00,1007.84,9.78,86.92,0,,318.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cbe,POINT (5.255 50.194),6472,2024-06-11T21:20:00,985.07,8.4,75.79,0,1.67,332.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cbd,POINT (4.358 50.797),6447,2024-06-11T21:20:00,1007.84,9.39,87.88,0,,316.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cbc,POINT (3.202 51.348),6418,2024-06-11T21:20:00,1018.99,13.22,67.48,0,4.78,319.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cbb,POINT (3.202 51.348),6418,2024-06-11T21:30:00,1018.88,13.21,67.78,0,4.79,328,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cba,POINT (4.358 50.797),6447,2024-06-11T21:30:00,1007.84,9.2,89.48,0,,312.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb9,POINT (5.255 50.194),6472,2024-06-11T21:30:00,985.22,8.52,76.37,0,1.42,330.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb8,POINT (4.358 50.797),6447,2024-06-11T21:40:00,1007.96,9.07,89.81,0,,310.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb7,POINT (5.255 50.194),6472,2024-06-11T21:40:00,985.34,8.34,76.67,0,1.38,320,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb6,POINT (3.202 51.348),6418,2024-06-11T21:40:00,1018.87,13.23,68.53,0,5.27,328,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb5,POINT (5.255 50.194),6472,2024-06-11T21:50:00,985.34,7.94,76.97,0,1.21,305.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb4,POINT (3.202 51.348),6418,2024-06-11T21:50:00,1018.79,13.24,69,0,5.48,333.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb3,POINT (4.358 50.797),6447,2024-06-11T21:50:00,1007.96,9.09,90.1,0,,307.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb2,POINT (3.202 51.348),6418,2024-06-11T22:00:00,1018.78,13.19,69.32,0,5.75,331.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb1,POINT (4.358 50.797),6447,2024-06-11T22:00:00,1007.96,8.92,89.52,0,,297.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_190319152d2_-7cb0,POINT (5.255 50.194),6472,2024-06-11T22:00:00,985.34,8.02,77.59,0,0.97,259.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
